Société qui factire la location ;Site commercial;Ing Commercial financé;Client;SIRET client;Nom client;Avenant;Commentaire;Date effet;Fin validité;Période Fac;Nb loyers;Somme de Mt financé € HT ;Somme de Mt Loyer intercaoaire HT et /ou 49 € de frais de dossier;Somme de Loyer client € HT 
;Capea Bordeaux;ALVES Yoann;ANDOLF2445;350168878;MAITRE ANDOLFATTO;CTR-038423/0001;"CANON IR C3525i NS WSH17991 + Accessoires
";01/01/2018;31/03/2023;Trimestrielle;21;8151,03;0;503
;;;ANTIGO5755;398807701;SCM ANTIGONE;CTR-036304/0001;"CANON IR C5235i - NS WGR35301 + Accessoires
";01/10/2016;31/12/2021;Trimestrielle;21;6702,58;0;382
;;;ARCASS2913;451777734;ARCHITECTES ET ASSOCIES;CTR-035592/0001;"MULTIFONCTION SHARP MX-3070 - NS 65048722 + Accessoires_x000D_
";01/07/2016;30/06/2021;Trimestrielle;20;9498,99;49;574
;;;ARCSUD0160;421985235;ARC SUD DEVELOPPEMENT;CTR-031609/0001;IR ADVANCE C2225I - NS LYE16926;13/01/2014;31/03/2019;Trimestrielle;20;7882,77;454,6;468
;;;ARNESE2000;318090529;MAITRE ARNESEN;CTR-030522/0001;"CANON IRA 4051I - NS : HRV01030_x000D_
IR ADVANCE C2225I - NS : LYE07092";21/05/2013;30/09/2018;Trimestrielle;21;17556;478,84;974
;;;ARPEGE2815;539291500;SCM ARPEGES;CTR-037761/0001;"Taskalfa 5500I NS N3Y2Z12320
";07/08/2017;30/09/2018;Trimestrielle;4;1623,28;260,65;436
;;;ARS8754;489686386;ARS;CTR-034112/0001;"SHARP MX-2640NSF - NS 55077411_x000D_
";01/07/2015;30/06/2020;Trimestrielle;20;7663,8;0;455
;;;ASC1982;482219201;ASC;CTR-032056/0001;TASKALFA 2551CI - NS LHD4108419;30/04/2014;30/06/2019;Trimestrielle;20;5036,21;252,71;299
;;;ATOL2676;305219859;ATOL SA  ;CTR-039123/0001;"LexmarK XC4140 NS 75287500120BV + Scanner à feuilles NS 458510
";09/02/2018;28/02/2023;Mensuelle;60;5725,77;81,43;114
;;;BAYJOL9766;799727797;SCP BAYLE-JOLY;CTR-038992/0001;"CANON IR 4535I NS UMY05825 + Accessoires
";09/01/2018;30/06/2023;Trimestrielle;21;11513,63;584,93;642
;;;BCC1654;80535226700019;BCC BORDEAUX CHAUMES CATERING;CTR-033631/0001;"CANON IR C5030i - NS GNM32667_x000D_
";01/04/2015;31/03/2020;Trimestrielle;20;3032,6;49;185
;;;BERAR6846;37754779900074;MAITRE BERARD LUC ;CTR-035428/0001;"CANON IR ADV C3325I - NS QTS12746 _x000D_
";08/03/2016;30/06/2021;Trimestrielle;21;3350,08;101,75;200
;;;BERNAT4056;519133219;LEX CONTRACTUS;CTR-032455/0001;"CANON IR C5235i - NS JWF58931_x000D_
";05/09/2014;31/12/2019;Trimestrielle;21;6699,59;156,91;381,83
;;;BEROUJ3540;532404480;MAITRE BEROUJON AURELIE;CTR-033367/0001;"CANON IR C250i - NS QNW02666_x000D_
";30/12/2014;29/12/2019;Mensuelle;60;2024,7;49;41
;;;BLADEL5142;501629307;CABINET BLANC DELAS;CTR-035066/0001;IMPRIMANTE LEXMARK XM1140 - NS 70155PLM0X6T6;16/12/2015;31/12/2019;Mensuelle;48;985,17;14,4;27,9
;;;BONNET4465;434708137;SCP BONNET LABORIE;CTR-033306/0001;"CANON IR C5235i - NS JWF48807_x000D_
";16/12/2014;31/12/2019;Trimestrielle;20;8253,33;134,22;490
;;;BOUYRI8771;523372886;ELECTRICITE PLOMBERIE BOUYRIE;CTR-035769/0001;"ZEENDOC 3000 FLUX BRONZE_x000D_
";13/05/2016;31/05/2021;Mensuelle;60;6027,13;73,55;120
;;;;;;CTR-039268/0001;"CANON IR C3525i NS XTV02190 + Accessoires
";01/04/2018;31/03/2023;Trimestrielle;20;4911,53;0;297
;;;BOYREA9807;326943438;SCP BOYREAU ;CTR-031655/0001;"CANON IR1740 - NS PGT00928_x000D_
CANON IR ADVANCE C5030 - NS GNM98241";01/02/2014;31/01/2017;Trimestrielle;12;10828;49;984
;;;BREYNE9510;452275951;MAITRE BREYNE;CTR-034179/0001;"CANON IR 1730i - NS QFP12314_x000D_
";17/06/2015;30/09/2020;Trimestrielle;21;2392,59;70,38;139
;;;;;;CTR-036944/0001;"Solution IRIS Power SCAN
";02/02/2017;31/03/2022;Trimestrielle;20;8337,54;319;495
;;;CABAEQ5209;423180603;CABINET AEQUO SELRA;CTR-039330/0001;"CANON IR C5535i NS XMH10701 + Accessoires + Connecteur Ecopy
";01/04/2018;30/06/2023;Mensuelle;63;18666;0;375
;;;CABCOL0841;379694201;CABINET COLAS;CTR-032528/0001;"TASKALFA 3051ci - NS L874719010_x000D_
";01/11/2014;31/03/2020;Trimestrielle;21;4678,32;231,34;275
;;;CABDYN4640;504055526;SCP JOLY - CUTURI;CTR-034540/0001;"CANON IRAC 5235i - NS JWF86915_x000D_
";01/10/2015;31/12/2020;Trimestrielle;21;24423,22;49;1355
;;;CABGAL9570;818419442;SELARL GALY & ASSOCIES;CTR-037870/0001;"CANON IR C5535i NS WHR26375 + Accessoires + Ecopy SharesScan 
";01/10/2017;31/12/2022;Trimestrielle;21;15031,63;0;903
;;;CABLAV8628;507844694;CABINET LAVAUD SOUCADAUCH;CTR-036656/0001;"CANON IRC5035i NS GNY30007
";28/10/2016;31/10/2020;Mensuelle;48;3082,61;9,68;75
;;;CABMES1707;499023117;CAPLAW  STE D'AVOCATS;CTR-034622/0001;"CANON IR C5030i - NS GNM56501_x000D_
";18/09/2015;31/12/2020;Trimestrielle;21;2992,1;76,84;197
;;;CAPORA0320;501656011;SELARL CAPORALE MAILLOT;CTR-032515/0001;"CANON IR C5235i - NS JWF48732_x000D_
";18/09/2014;31/12/2019;Mensuelle;63;8725,54;120,5;165
;;;CARPA3110;78182223400030;CARPA SUD OUEST;CTR-033412/0001;"CANON IR C5235i - NS JWF73798 
4251i - NS QXJ00901 - NS QXJ00895
C5255i - NS JMC09930
 C2225i - NS LYE54215 - NS LYE54219
";12/01/2015;31/03/2020;Trimestrielle;20;35701,81;1704,64;1691,51
;;;;;;CTR-034010/0001;"CANON IRAC 5240I - NS JPA16204_x000D_
";30/04/2015;30/06/2020;Trimestrielle;20;6011,58;222,79;327
;;;;;;CTR-034010/0002;Chargeur de document 150 feuilles pour CANON IRAC 5240;01/07/2016;30/06/2020;Trimestrielle;16;1637,62;0;112,99
;;;CARPA3111;781822234;CARPA DU SUD OUEST;CTR-037715/0001;CANON IR ADVANCE C 255 - NS WKL06945;01/07/2017;30/06/2022;Trimestrielle;20;5110,76;0;278
;;;CAUBIT6451;334867603;MAITRE CAUBIT;CTR-035152/0001;"CANON IR 4225I FR - NS QXM09701_x000D_
";12/01/2016;31/01/2021;Mensuelle;60;6278,03;139,32;140
;;;CEANJE1323;380066381;CENTRE ANIMATION JEUNESSE;CTR-034425/0001;"CANON IR C3325I - NS QTS02148_x000D_
";29/07/2015;31/12/2020;Trimestrielle;21;11797,12;555,43;728
;;;CHAPONAS84;792385957;SELARL CHAPON ET ASSOCIES;CTR-039585/0001;"CANON IR ADV C3525I NS WSH21415 + Accessoires
";01/06/2018;31/08/2023;Mensuelle;63;6610,26;0;125
;;;CHBPRO5707;781846100;CHBRE DES PROPRI.GIRONDE;CTR-033564/0001;"CANON IR C5235i - NS JWF71341_x000D_
";20/02/2015;31/05/2020;Trimestrielle;63;6345,85;87,57;360
;;;CILIEN4866;490099280;MAITRE CILIENTO;CTR-033590/0001;"CANON IR C5235i - NS JWF65626_x000D_
";10/02/2015;30/06/2020;Trimestrielle;21;8597,72;321,22;490
;;;CMB;538976903;CAPEA;CTR-036169/0004;Contrat Forfait Intégral - ELISE BATAIL AVOCAT;29/08/2016;31/12/2021;Trimestrielle;21;1450,03;34,24;95,47
;;;;529489205;;CTR-028490/0006;Contrat Forfait Intégral - MAITRE MENJOULOU CLAVERIE;21/07/2016;31/12/2021;Trimestrielle;21;5699,97;284,42;363,43
;;;;349008995;;CTR-030956/0005;Contrat Forfait Intégral - MAITRE MALAUSSANNE;01/05/2018;30/06/2021;Trimestrielle;12;640;39,81;59,39
;;;;423487610;;CTR-039453/0004;Contrat Forfait Intégral - MAITRE PASTURAUD;09/04/2018;30/06/2021;Trimestrielle;12;624;52,81;57,9
;;;;347427890;;CTR-032271/0005;"Contrat Forfait Intégral - CARROSSERIE DI FRANCISCO
";13/10/2016;31/12/2021;Trimestrielle;20;1993,39;118,01;135,71
;;;;444735344;;CTR-027970/0004;Contrat Forfait Intégral - CAB. D'AVOCAT A. PAREIL;12/04/2016;30/09/2021;Trimestrielle;21;10346,96;569,64;647,96
;;;;430263137;;CTR-037255/0004;Contrat Forfait Intégral - SCM BOUSQUET SUTRE PEJOINE;01/04/2017;31/03/2022;Trimestrielle;20;3758,72;0;227,29
;;;;439073081;;CTR-037400/0004;Contrat Forfait Intégral - A.E.R.D.B.M;18/05/2017;30/09/2022;Trimestrielle;21;624,59;17,54;36,28
;;;;43515214500049;;CTR-036810/0002;Forfait Contrat Intégral - MAITRE DE BEAUMONT THOMAS;01/01/2017;31/03/2022;Trimestrielle;21;6383,93;0;407,04
;;;;452433501;;CTR-030352/0007;Contrat Forfait Intégral - MAITRE GOUTEYRON;05/01/2018;30/06/2023;Trimestrielle;21;6250;380,79;398,5
;;;;348866385;;CTR-034732/0005;Contrat Forfait Intégral - APPLIC FROID;06/04/2017;30/09/2022;Trimestrielle;21;979,93;53,79;56,92
;;;;43128008000034;;CTR-038220/0004;Contrat Forfait Intégral - MAÎTRE ROQUAIN BARDET SOLENNE;12/10/2017;31/12/2020;Trimestrielle;12;436,47;35,66;40,5
;;;;387552094;;CTR-025949/0006;Contrat Forfait Intégral - AQUITAINE 4X4;23/01/2018;31/03/2022;Trimestrielle;16;2299,96;126;166,77
;;;;42427625100024;;CTR-031368/0005;Contrat Forfait Intégral - FRANCE ESPACE VERT;01/05/2018;30/09/2023;Trimestrielle;21;4056,5;157,97;235,66
;;;COANDA7272;792434797;COANDA ENERGIES;CTR-034053/0001;"CANON IR C2225i - NS LYE61811_x000D_
";20/05/2015;30/09/2020;Trimestrielle;21;4401,33;167,02;255,7
;;;CONNAT2317;781848668;CONSERVATOIRE NATIONAL;CTR-032513/0001;"LEXMARK CS796 - NS 5062229473ZG4_x000D_
";18/09/2014;30/09/2017;Trimestrielle;12;1810;72,74;168
;;;;;;CTR-034533/0001;IR ADVANCE C5250 - NS JMN28053;01/10/2015;30/09/2018;Trimestrielle;12;14146,12;49;1293
;;;D2D3824;503530362;SARL D2D;CTR-032110/0001;TASKALFA 2551CI - NS LHD4208644;22/05/2014;30/09/2019;Trimestrielle;21;4002,68;151,2;232,5
;;;DECAUN1254;332844257;SCP DE CAUNES;CTR-036911/0001;"CANON IR 4045i NS HRW00878
";19/01/2017;31/03/2020;Trimestrielle;12;2500,27;185,6;232
;;;DELCON1371;790196638;SELARL DELTHIL ET CONDEMINE;CTR-033793/0001;"CANON IR C5235i - NS JWF83717_x000D_
";24/03/2015;30/06/2020;Mensuelle;63;8090,96;88,48;153
;;;DIMEET8310;484314976;SELARL LE DIMEET;CTR-039060/0001;"CANON IR C5535i NS WHR24669 + Accessoires + Ecopy SharesScan 
";30/01/2018;30/06/2023;Trimestrielle;21;13432,57;507,66;749
;;;DIROU0161;34012332200034;MAITRE JEROME DIROU;CTR-037034/0001;"CANON IR C3325i NS QTS14384 + Accessoires
";01/03/2017;30/06/2022;Trimestrielle;21;6155,96;120,21;349
;;;DOMENE0828;325962777;SCM-BERARD-DROUAULT;CTR-035429/0001;"CANON IRAC  5030I - NS GNM93655_x000D_
+ licences ECOPY SHARESCAN X 3_x000D_
";01/03/2016;30/06/2021;Mensuelle;21;11649,92;236,76;231,67
;;;DRFPUB7600;130011042;DIRECTION REGIONALE DES FINANCES ;CTR-032564/0001;"CANON IR C2225i -NS LYE51004
CITE ADMINISTRATIVE 15 ème Etage
Numero d’Engagement : EJ 2201118640";01/10/2014;30/09/2019;Trimestrielle;20;3968,91;49;240
;;;DUBARR8816;395038193;MAITRE DUBARRY;CTR-034508/0001;COPIEUR SHARP MX-M266 - NS55003014;14/09/2015;31/12/2020;Mensuelle;63;3592,27;45,33;80
;;;DUPRAT3820;502243983;SCP DUPRAT-AUFORT-;CTR-035652/0001;2 COPIEURS IR ADVANCE C3320 - NS QTT14164 - QTT14133;29/04/2016;30/06/2021;Trimestrielle;20;8421,76;395,15;500
;;;FAMILI3211;489044651;FAMILIE DEM;CTR-036272/0001;"Taskalfa 2551CI - NS LDH4208781
 ";01/10/2016;31/12/2021;Trimestrielle;21;8966,01;0;511
;;;GAPS4703;34903020500026;GAPS - HOPITAL SAINT ANDRE;CTR-035303/0001;"CANON 2520FR - NS RML28193 + Accessoires_x000D_
";12/02/2016;28/02/2021;Mensuelle;60;2370,37;29,79;48
;;;GIEFPS1091;327434643;GIE FPSO;CTR-035923/0001;"CANON IR C5250i - NS JMN42441 + Accessoires_x000D_
";23/06/2016;30/06/2021;Trimestrielle;20;8960,75;46,77;532
;;;GRPEXP1531;48049920100055;GROUPE EXPERTISE CONSEIL;CTR-036767/0001;"CANON IR C5535i NS WHR01486 + Accessoires
";01/01/2017;30/04/2020;Mensuelle;40;15001,26;0;416,87
;;;;;;CTR-036898/0001;"CANON IRA C 2220i NS LYK12957
";11/01/2017;31/05/2020;Mensuelle;40;3706,5;69,77;103
;;;GUTIER1695;445350416;MAITRE GUTIERREZ CATHERINE;CTR-035125/0001;"CANON IR C250i - NS QNW22399_x000D_
";06/01/2016;31/03/2021;Trimestrielle;20;3472,8;198,46;210
;;;GUYHOQ4091;451262125;GUY HOQUET IMMOBILIER;CTR-039398/0001;"CANON IR C3525I NS XTV04697 + Accessoires
";09/04/2018;30/09/2023;Trimestrielle;21;6316,56;328,35;360
;;;JAUDOS9714;32956176500036;MAITRE MIREILLE JAUDOS-DUPERIE;CTR-031470/0001;COPIEUR CANON IRC2380 - NS DCF22907;12/12/2013;31/03/2019;Trimestrielle;21;2065,4;75,09;120
;;;LABCOS7540;45299247200053;LABORATOIRE COSDERMA;CTR-033027/0001;"CANON IR C5235i - NS JWF48827_x000D_
";15/11/2014;31/12/2019;Trimestrielle;20;12882,69;431,64;749
;;;LABESS0678;44522712700021;MAÎTRE LABESSAN GAUCHER PIOLA ;CTR-035690/0001;"CANON IR C250i - NS QNW26869_x000D_
";03/05/2016;30/06/2021;Trimestrielle;20;4013,33;171,81;265
;;;LATOUR7732;444833644;SCP LATOURNERIE MILON CZAMANSKI;CTR-035949/0001;"SHARP MX-3070NEU - NS 5508588X00 + Accessoires _x000D_
";01/06/2016;31/08/2021;Mensuelle;63;15875,05;0;308,5
;;;LCBAT8487;504394966;LC BAT;CTR-039339/0001;"LexmarK XC9132 NS 7559030002158 + Accessoires
";01/04/2018;30/06/2023;Mensuelle;63;5869,91;0;111
;;;LEBARA3298;503986929;SCP LE BARAZER ET;CTR-034984/0001;"CANON IR 4235i - NS QXZ06869 + Accessoires + LBP7680Cx - NS MKBA814445_x000D_
";23/11/2015;31/12/2020;Trimestrielle;20;9328,12;302,08;597
;;;LEXAVO2617;539257584;LEXAVOUE;CTR-037943/0001;"CANON IR C5535i NS WHR24663 + Accessoires
";19/09/2017;30/09/2022;Trimestrielle;20;7495,37;58,04;445
;;;MASSIE1119;321894172;SCP MASSIE DELPERIER;CTR-033586/0001;"CANON IR 7260I - NS LWE04788 _x000D_
CARTE FAX_x000D_
";19/02/2015;31/03/2020;Trimestrielle;20;19939,42;528,44;1160
;;;;;;CTR-039458/0001;"CANON IRAC 5550i NS XVC01560 + Accesosoires
";01/07/2018;30/06/2023;Trimestrielle;20;11072,37;0;717
;;;MAXWEL6025;781839915;SCP RF MAXWELL ET BERTIN;CTR-035560/0001;"CANON IR 4245I - NS QXK05560 + Accessoires _x000D_
";01/05/2016;30/04/2021;Mensuelle;60;32718,13;0;673,67
;;;MCMENU1347;515210797;MC MENUISERIES;CTR-031946/0001;COPIEUR CANON ADVANCE C 2020I - NS FAK03907;27/03/2014;31/03/2019;Trimestrielle;20;2381,35;57;144
;;;MILANI6380;50161185900031;SELARL MILANI-WIART;CTR-035749/0001;"CANON IR C3325I - NS QTS16386 + Accessoires + Licence Ecopy CLIOR_x000D_
";11/05/2016;31/05/2021;Mensuelle;60;10199,35;198,03;220
;;;MIQUEL4812;441256518;MAITRE MIQUEL;CTR-035516/0001;"KYOCERA 300I - NS QZK1X18601_x000D_
";21/03/2016;31/03/2020;Trimestrielle;16;2027,31;17,77;147
;;;MORIN1327;50143097900028;MAITRE MORIN AMELIE;CTR-033195/0001;"CANON IR 1730i - NS QFP07204_x000D_
";19/11/2014;31/12/2019;Trimestrielle;20;2431;117,71;147
;;;NARDON2070;33351500500069;ALAIN NARDON;CTR-032567/0001;"TASKALFA 2551ci - NS LHD4512863_x000D_
";01/11/2014;31/03/2020;Trimestrielle;21;3986,93;203,49;233
;;;ODONTO8081;447554254;ODONTIA;CTR-031729/0001;CANON IR ADVANCE C5235I - NS JWF31240;18/02/2014;30/06/2019;Trimestrielle;21;11657,1;352,33;650
;;;ORDAVO6697;781838800;ORDRE DES AVOCATS;CTR-037585/0001;"CANON IRAC5560i NS WHJ04623 + Accessoires
";01/07/2017;30/06/2022;Trimestrielle;20;12115,08;0;659
;;;PETITR5050;326750809;SCP PETIT REVELEAU;CTR-032415/0001;TASKalfa 4501i - NS L794503932;08/08/2014;31/12/2019;Trimestrielle;21;8702,82;340,13;496
;;;PUYBAR5851;353358559;SCP PUYBARAUD MICHEL;CTR-036495/0001;"CANON IR C5235i - NS JWF9687 + CANON IR 4235i - NS QXL07620
";01/01/2017;31/03/2022;Trimestrielle;21;14102,63;0;798
;;;ROBERT6667;380957498;MAITRE ROBERT SYLVIE;CTR-037586/0001;"CANON IR C4535i NS UMY02305 + Accessoires
";01/07/2017;30/09/2022;Mensuelle;63;7640,56;0;159
;;;ROCHER2290;353166945;SCP ROCHER MORIN;CTR-034217/0001;"CANON IR C250i - NS QNW14124_x000D_
";21/09/2015;31/12/2020;Trimestrielle;21;4715,27;82,26;306
;;;SALJUL1830;799206941;SELAS SALVIAT ET JULIEN PIGNEUX;CTR-033079/0001;"CANON IR C2225i - NS LYE22555_x000D_
";05/11/2014;31/03/2020;Trimestrielle;21;5176,07;231,77;295
;;;SBE9858;465202331;STE BORDELAISE D'ETANCHEITE;CTR-035367/0001;"CANON IR C3325I - NS QTS12323_x000D_
";01/03/2016;31/03/2021;Trimestrielle;20;4831,14;157,67;319
;;;SCMBOS6188;53952576600017;SCM BASTRO BOST ;CTR-038228/0001;"CANON IR ADV C3525I NS WSH13695 + Accessoires
";01/01/2018;31/03/2023;Trimestrielle;21;6502,99;0;375
;;;SELACT8671;820985232;SELARL ACT;CTR-035199/0001;"CANON IR C3325I - NS QTS09745 + Licence ECOPY.
";21/01/2016;31/03/2021;Trimestrielle;20;7953,12;446,13;509
;;;SELARL7043;439874447;SELARL DUPUY-SCHOELL;CTR-036156/0001;"CANON IPF 780 - NS BAAC2366_x000D_
";20/07/2016;31/07/2020;Mensuelle;48;4430,12;90,23;106,5
;;;;;;CTR-035205/0001;"CANON IR C3330I - NS QTF05012_x000D_
";10/03/2016;31/03/2021;Trimestrielle;20;6474,07;146,91;405
;;;;;;CTR-039468/0001;"Lexmark XC9235 NS 7559030002270 + Accessoires
";25/04/2018;30/09/2023;Trimestrielle;21;6141;257,69;350
;;;SOLENE0063;441014909;SOLUTION ENERGIE SARL;CTR-033080/0001;"TASKALFA 2551ci - NS LHD4819079_x000D_
";07/11/2014;31/12/2019;Trimestrielle;20;3687,78;182,32;223
;;;SPMEN8433;479278988;SP MENUISERIE;CTR-035090/0001;"CANON IR C3325i - NS QTS08840_x000D_
";17/12/2015;31/12/2020;Trimestrielle;20;5558,36;102,8;330
;;;STMICH6021;595680158;ST MICHEL SA;CTR-031685/0001;"CANON IR ADVANCE C5235I - NS JWF35749_x000D_
FS-3140MPF - NS NNP3929344  NNP3929373  _x000D_
NNP3929368  NNP3929371  NNP3929334 _x000D_
NNP3929343  NNP3929366 NNP3929341 _x000D_
NNP3929367  NNP3929336  NNP3929365_x000D_
NNP3929347  NNP3929556  NNP3929528_x000D_
NNP3929565 - NNP392530";05/04/2014;30/06/2019;Trimestrielle;20;35370,22;1990,73;2031
;;;;;;CTR-037647/0001;"KIOCERA M6535 - NS V6E7513792
SITE DE MARMANDE";17/07/2017;30/09/2022;Trimestrielle;20;2100,47;118,13;143
;;;SYNAPS0320;491457883;FIVES SYLEPS ROBOTICS;CTR-034207/0001;"SHARP MX-2640NSF - NS 55075493_x000D_
";22/06/2015;30/06/2020;Trimestrielle;20;4646,93;76,79;281
;;;TAILLA4300;412331068;SCP TAILLARD;CTR-037530/0001;"CANON IR C5540i NS WHN04113 + Accessoires
";16/06/2017;30/09/2022;Trimestrielle;21;11728,83;107,8;654
;;;TONNET2555;480363522;THEMISPHERE (SCP BAUDOUIN-OTHMAN ;CTR-036933/0001;"CANON IR C5535i NS WHR07420
";01/02/2017;31/01/2022;Mensuelle;60;11550,31;0;225
;;;VALT34901;340276930;VALT 33;CTR-036681/0001;"CANON IR C5535i NS WHR05694 + Accessoires
";01/01/2017;31/12/2021;Trimestrielle;20;15170,28;0;882
;;;;;;CTR-037180/0001;"Solution ZEENDOC FLUX BRONZE 500 Mo
";31/03/2017;31/03/2022;Mensuelle;60;5524,86;3,55;110
;;;ZHENDR7100;333170280;ZHENDRE;CTR-034596/0001;"CANON IR C5250I - NS JMN31007_x000D_
CANON IR C3330I - NS QTF01545 _x000D_
IR 1435IF - NS RZR00637_x000D_
Image runner 2520 - NS FQY01568_x000D_
";22/09/2015;30/09/2020;Trimestrielle;20;23012,42;188,6;1427
;;;SCPEAS0606;792780645;SCM PEAS;CTR-039705/0001;"LexmarK XM1242 NS CAS173380AB9
";03/07/2018;30/09/2023;Trimestrielle;20;719,36;42,55;43,5
;;;DAGOT8225;812346856;CABINET DAGOT-GARDERET;CTR-039295/0001;"Scanner CANON DR-C230 NS JA406125 - JA406128 + Scanners LBP 252dw NS NEEA078337 - NEEA077865  
";07/03/2018;31/03/2021;Mensuelle;36;1827,82;45,89;56,9
;;;CABLEX5250;781839279;CABINET LEXIA;CTR-039397/0001;"Scanner CANON DR-M160 NS GXJ08967 - GXJ08975 
";05/04/2018;30/06/2022;Trimestrielle;16;1765,3;122,37;128
;;;;;;CTR-037247/0001;"TASKALFA 8002 i NS VALGY00025 - VALGY0030 + Accessoires + TASKALFA 406 Ci NS V796Z01367 +Solution FaxBis
";01/04/2017;31/03/2021;Trimestrielle;16;37185,8;0;2796
;;;;;;CTR-037406/0001;"Scanner DR-M160 II - NS GX441107 -GX441105 - GX441111 - GX441116 -GX441115 -GX441114 -GX441113 
";11/04/2017;30/06/2021;Trimestrielle;16;6239,55;398,77;448
;;;;;;CTR-037496/0001;"Scanner CANON DR-M160II NS GX427494
";20/06/2017;30/06/2021;Trimestrielle;16;882,64;7,74;64
;;;;;;CTR-037247/0002;"Trieuse MT-5100 + Accessoires
";01/07/2017;31/03/2021;Trimestrielle;15;743,43;0;59
;;;BROSAI7781;837667708;CABINET BRON ET SAILLAN;CTR-039638/0001;"CANON IR ADV C3525I NS XTV08589 + Accessoires + LBP 214 DW NS NKEA004007 - NKEA003999 - NKEA003982 
";14/06/2018;30/09/2023;Trimestrielle;21;6667,48;70,99;380
;;;MESCAB7800;824789473;SELARL MESCAM & BRAUN;CTR-029934/0001;COPIEUR KYOCERA TASKALFA 2550CI - NS : NUZ2906122;06/02/2013;30/06/2018;Trimestrielle;21;4053,64;181,3;235,5
;;;;;;CTR-039606/0001;"CANON IR C256I NS 2FL07673 + Accessoires
";06/06/2018;30/09/2023;Trimestrielle;21;4474,46;70,05;255
;;;;;;CTR-038144/0001;"CANON IR C5550i NS XME01688 + Accessoires
";01/01/2018;31/03/2023;Trimestrielle;21;17440,13;0;979
;;;JHABIT6026;495332017;J'HABITE EN VILLE;CTR-039457/0001;"CANON IR C3525I NS XTV04479 + CANON IR C356I NS 2FN00671  + Accessoires
";20/04/2018;30/09/2023;Trimestrielle;21;8720,37;393,23;497
;;;GACHXA0531;52909261100035;GARCIA CHRISTOPHE XAVIER;CTR-034123/0001;"CANON C2225i - NS LYE60789_x000D_
";20/08/2015;30/09/2020;Trimestrielle;20;4911,53;184,59;297
;;;CGAVOC1485;533424545;CG AVOCATS SELARL;CTR-036632/0001;"SHARP MX-2640NSF NS 65092565 + Accessoires
";23/11/2016;31/12/2021;Trimestrielle;20;5541,52;139,47;329
;;;HEMICY3930;789267234;SCM 18 PLACE DES QUINCONCES;CTR-036682/0001;"SHARP MX-2640NSF NS 55056085 + Accessoires
";01/01/2017;31/03/2022;Trimestrielle;21;7035,95;0;401
;;;CALMLAS2466;838571321;CALME-LASTERE ARCHITECTES;CTR-035950/0001;"MULTIFONCTION SHARP MX-3140NSF - NS 68000013. Accessoires SHARP MX-3140NSF: Chargeur de documents, Socle, Cassettes

";01/07/2016;30/09/2021;Mensuelle;63;9613,46;0;354,16
;;;SLAPAL3380;791765761;SELARL LAPALUS DIGNAC;CTR-036931/0001;"SHARP MX-3050NEU NS 6502745000 + Accessoires
";01/04/2017;30/06/2022;Trimestrielle;21;8306,48;0;479
;;;UROLOG1066;392558698;CABINET D'UROLOGIE;CTR-037272/0001;"LBP6780 NS MXDA176184 -179 -181-182-178-189-186-188 + DR-C225 NS GW438184 -201 -409 -193 -412 -413 -196 -197-404-405-408-411-188 + CANON IR 1435I NS RZH13131-117-133-132 +CANON IR  C3525I NS WSH01276 + Solution FaxBis
 ";01/04/2017;30/06/2022;Trimestrielle;21;44286,23;0;2425,11
;;;;;;CTR-037272/0002;"CANON IR 1435I NS RZH18064
";01/10/2017;30/06/2022;Trimestrielle;19;1759,19;0;111
;;;;;;CTR-037272/0003;"N° Fax Bis Supplémentaire

";01/10/2017;30/06/2022;Trimestrielle;19;753,78;0;45,6
;;;PAT3603023;811018837;PATRIMOINE 360;CTR-037048/0001;"CANON IR C3325i - NS QTS30791
";30/01/2017;31/03/2021;Trimestrielle;16;3401,36;189,78;280
;;;BALTAZ3053;502005747;MAÎTRE BALTAZAR MAIRE CHRISTINE;CTR-038419/0001;"CANON IR ADV C3525I NS WSH20090 + Accessoires
";28/12/2017;31/03/2023;Mensuelle;63;4428,82;10,01;85,33
;;;LASSER0916;398210856;MAITRE LASSERRE;CTR-037712/0001;COPIEUR SHARP MXM266 - NS 750008043;21/07/2017;31/12/2022;Trimestrielle;21;3804,7;172,96;221
;;;LAPSOL4598;827458019;SCM LAPORTE SOLANS;CTR-037836/0001;"CANON IR C5535i NS WHR00995 + Accessoires
";01/09/2017;30/11/2022;Mensuelle;63;12803,89;0;237
;;;TASS9700;173301110;TRIBUNAL DES AFFAIRES SECURITE ;CTR-037605/0001;"TASS AGEN - KYOCERA TASKALFA 3011I NS V937307050
";22/06/2017;30/06/2021;Trimestrielle;16;2647,91;18,99;192
;;;;;;CTR-037606/0001;"TASKALFA 4002I NS VNN7403212 + Accessoires
";12/06/2017;30/06/2021;Trimestrielle;16;4013,24;60,76;291
;;;ROQBAR9148;43128008000034;MAÎTRE ROQUAIN BARDET SOLENNE;CTR-038229/0001;"Scanner DR-M160 II NS GXJ02933
";12/10/2017;31/12/2020;Trimestrielle;12;1228,58;100,37;114
;;;SEVEVO6925;49508247100014;SELARL VÉRONIQUE VOUIN;CTR-038273/0001;"SHARP MX-3070NEU NS 75054702 + Accessoires
";27/10/2017;31/12/2021;Trimestrielle;16;5703,34;293,77;409,5
